id,name,category,sub_category,originalPrice,discountedPrice,images,tags,description
79,C-Cut Pastel Kurti,Kurti,C-Cut,1999.99,163,https://example.com/kurti79_1.jpg|https://example.com/kurti79_2.jpg|https://example.com/kurti79_3.jpg,CCut|Pastel|DayWear|CottonSilk|Elegant,Soft pastel-toned kurti with a curved 'C' hemline. Ideal for daytime celebrations and family brunches. Subtle silver thread work.
80,Flared Georgette Kurti,Kurti,Flared,2399.99,195,https://example.com/kurti80_1.jpg|https://example.com/kurti80_2.jpg|https://example.com/kurti80_3.jpg,Flared|Georgette|Wedding|Festive|Flowy,Full flared kurti that offers a beautiful twirl. Best suited for festive dances and wedding celebrations. Breathable georgette with gold border details.
81,Designer Front Slit Silk,Kurti,Front Slit,1099.99,165,https://example.com/kurti81_1.jpg|https://example.com/kurti81_2.jpg|https://example.com/kurti81_3.jpg,FrontSlit|Silk|Modern|Partywear|Bold,A high-glam silk kurti featuring a daring front slit and intricate hand-embroidery. Best paired with silk culottes for evening receptions. Luxury fabric with a rich sheen.
82,Embroidered Cotton Tunic,Kurti,Tunic,2699.99,195,https://example.com/kurti82_1.jpg|https://example.com/kurti82_2.jpg|https://example.com/kurti82_3.jpg,Tunic|Casual|Cotton|Embroidery|Daywear,"Short ethnic tunic with delicate floral embroidery on the yoke. Ideal for casual outings or semi-formal brunches. Soft, breathable cotton for ultimate comfort."
83,Velvet Floor Length Gown,Kurti,Floor Length,2099.99,193,https://example.com/kurti83_1.jpg|https://example.com/kurti83_2.jpg|https://example.com/kurti83_3.jpg,FloorLength|Velvet|Wedding|Winter|Luxury,"Royal floor-length gown in plush velvet with heavy zardosi work. A stunning choice for winter weddings and formal galas. Offers a heavy, regal drape."
84,Printed Peplum Kurti,Kurti,Peplum,1399.99,175,https://example.com/kurti84_1.jpg|https://example.com/kurti84_2.jpg|https://example.com/kurti84_3.jpg,Peplum|Fusion|Trendy|Cotton|Funky,Short flared peplum style with vibrant Kalamkari prints. Perfect for festive fusion looks when paired with dhoti pants. Handcrafted using eco-friendly dyes.
85,Georgette Trail Cut Kurti,Kurti,Trail Cut,2099.99,173,https://example.com/kurti85_1.jpg|https://example.com/kurti85_2.jpg|https://example.com/kurti85_3.jpg,TrailCut|Georgette|Elegant|Evening|Flowy,Features a graceful long trail at the back for a high-fashion look. Ideal for cocktail parties and evening socials. Flowy georgette with subtle stone work.
86,Rayon Asymmetric Kurti,Kurti,Asymmetric,2199.99,198,https://example.com/kurti86_1.jpg|https://example.com/kurti86_2.jpg|https://example.com/kurti86_3.jpg,Asymmetric|Rayon|Modern|Casual|Unique,Edgy uneven hemline that adds a modern twist to traditional wear. Great for creative workspaces or weekend outings. Soft rayon fabric with digital prints.
87,Multi-Tiered Festive Kurti,Kurti,Tiered,999.99,137,https://example.com/kurti87_1.jpg|https://example.com/kurti87_2.jpg|https://example.com/kurti87_3.jpg,Tiered|Festive|Volume|Chiffon|Wedding,"Features three tiers of flared chiffon for a playful, voluminous effect. Perfect for sangeet ceremonies or mehendi functions. Accented with silver gota-patti work."
88,Rugged Denim Long Kurti,Kurti,Denim Kurti,1399.99,143,https://example.com/kurti88_1.jpg|https://example.com/kurti88_2.jpg|https://example.com/kurti88_3.jpg,Denim|Casual|Fusion|Durable|Daily,Long denim kurti with a side slit and contrast thread stitching. A durable choice for travel or everyday street style. Pairs perfectly with white leggings.
89,Net Overlay Kurti Set,Kurti,Overlay,1299.99,166,https://example.com/kurti89_1.jpg|https://example.com/kurti89_2.jpg|https://example.com/kurti89_3.jpg,Overlay|Net|Wedding|Delicate|Luxe,Exquisite net overlay with heavy floral embroidery over a solid silk inner. Designed for engagement parties and grand festivities. Fine craftsmanship with a sheer finish.
90,Cold Shoulder Silk Kurti,Kurti,Cold Shoulder,2199.99,132,https://example.com/kurti90_1.jpg|https://example.com/kurti90_2.jpg|https://example.com/kurti90_3.jpg,ColdShoulder|Silk|Trendy|Partywear|Modern,Modern shoulder cut-outs paired with a traditional straight-cut silk body. A trendy pick for wedding guests and family dinners. Features a high-shine finish.
91,Sambalpuri Silk Ikat,Saree,Sambalpuri,1499.99,142,https://example.com/saree91_1.jpg|https://example.com/saree91_2.jpg|https://example.com/saree91_3.jpg,Sambalpuri|Silk|Ikat|Odisha|Heirloom,Pure silk Saree featuring complex double-ikat weaving with traditional shell motifs. Reserved for prestigious occasions and cultural ceremonies. Iconic Odisha handloom.
92,Golden Muga Silk Saree,Saree,Muga Silk,2599.99,187,https://example.com/saree92_1.jpg|https://example.com/saree92_2.jpg|https://example.com/saree92_3.jpg,MugaSilk|Assam|Luxury|Golden|Wedding,Natural golden-hued silk that becomes more lustrous with every wash. An heirloom-quality piece for weddings and grand heritage events. Hand-woven in Assam.
93,Pochampally Silk Ikat_2,Saree,Pochampally,1299.99,173,https://example.com/saree93_1.jpg|https://example.com/saree93_2.jpg|https://example.com/saree93_3.jpg,Pochampally|Ikat|Geometric|Silk|Traditional,Features bold geometric patterns using the warp-and-weft tie-dye technique. Perfect for corporate festive events and religious rituals. Authentic Telangana silk.
94,Lustrous Mysore Silk_2,Saree,Mysore Silk,2199.99,154,https://example.com/saree94_1.jpg|https://example.com/saree94_2.jpg|https://example.com/saree94_3.jpg,MysoreSilk|Royal|GoldZari|Traditional|Karnataka,"Soft, high-grade mulberry silk with a solid pure gold zari border. A royal choice for South Indian weddings and formal functions. Timeless elegance from Karnataka."
95,Bhagalpuri Tussar Saree,Saree,Bhagalpuri,3099.99,157,https://example.com/saree95_1.jpg|https://example.com/saree95_2.jpg|https://example.com/saree95_3.jpg,Bhagalpuri|Tussar|OfficeWear|Earthy|Natural,Richly textured wild silk in a sophisticated beige tone with copper borders. Ideal for academic seminars and professional formal wear. Traditional Bihar craftsmanship.
96,Fine Jamdani Muslin,Saree,Jamdani,1599.99,163,https://example.com/saree96_1.jpg|https://example.com/saree96_2.jpg|https://example.com/saree96_3.jpg,Jamdani|Muslin|Bengal|Handwoven|Artistic,Features intricate floral motifs woven by hand into sheer muslin fabric. A masterpiece of Bengal weaving for high-end summer parties. Lightweight and breathable.
97,Ajrakh Hand-Blocked Silk,Saree,Ajrakh,2099.99,175,https://example.com/saree97_1.jpg|https://example.com/saree97_2.jpg|https://example.com/saree97_3.jpg,Ajrakh|Indigo|Silk|Boho|Natural,Artisanal block-printed Saree using natural indigo and madder dyes. Perfect for cultural events and bohemian evening looks. Crafted on smooth modal silk.
98,Gadwal Silk Cotton Mix,Saree,Gadwal,1199.99,129,https://example.com/saree98_1.jpg|https://example.com/saree98_2.jpg|https://example.com/saree98_3.jpg,Gadwal|Festive|Traditional|Lightweight|Silk,Features a light cotton body for comfort and a heavy silk zari pallu for grandeur. Best suited for day weddings and religious poojas. Hand-woven in Telangana.
99,Baluchari Narrative Silk,Saree,Baluchari,1299.99,139,https://example.com/saree99_1.jpg|https://example.com/saree99_2.jpg|https://example.com/saree99_3.jpg,Baluchari|Bengal|Storytelling|Silk|Heirloom,A storytelling Saree featuring woven scenes of courtly life on the pallu. A prestigious choice for weddings and social receptions. Masterpiece from West Bengal.
100,Konrad Temple Border,Saree,Konrad,1799.99,148,https://example.com/saree100_1.jpg|https://example.com/saree100_2.jpg|https://example.com/saree100_3.jpg,Konrad|Temple|Silk|Traditional|TamilNadu,"Also known as 'Mubbhagam', this Saree has wide temple-inspired borders. Traditionally worn for weddings and temple festivals. High-quality heavy silk."
101,Banarasi Meenakari Silk,Saree,Banarasi,2699.99,167,https://example.com/saree101_1.jpg|https://example.com/saree101_2.jpg|https://example.com/saree101_3.jpg,Banarasi|Meenakari|Wedding|Bridal|Silk,Luxury silk Saree featuring colorful Meenakari threadwork within gold zari motifs. A spectacular bridal option for North Indian weddings. Hand-woven in Varanasi.
102,Kanchipuram Half-Fine Zari,Saree,Kanchipuram,2299.99,191,https://example.com/saree102_1.jpg|https://example.com/saree102_2.jpg|https://example.com/saree102_3.jpg,Kanchipuram|Silk|GoldZari|SouthIndian|Traditional,Pure mulberry silk with a traditional half-fine gold zari border. Ideal for family weddings and festive gatherings. Durable and graceful South Indian drape.
103,Paithani Double Pallu,Saree,Paithani,1399.99,134,https://example.com/saree103_1.jpg|https://example.com/saree103_2.jpg|https://example.com/saree103_3.jpg,Paithani|Silk|Wedding|Traditional|Maharashtra,Heavy silk Saree with an elaborate double-woven pallu featuring parrots and flowers. A royal choice for Marathi weddings. Hand-woven silk with real gold zari.
104,Chanderi Silk Butti,Saree,Chanderi,1799.99,168,https://example.com/saree104_1.jpg|https://example.com/saree104_2.jpg|https://example.com/saree104_3.jpg,Chanderi|Silk|Summer|Formal|Sheer,Sheer silk-cotton fabric adorned with small hand-woven gold 'buttiss'. Elegant choice for formal daytime events and office parties. Airy and sophisticated.
105,Bandhani Satin Silk,Saree,Bandhani,2399.99,172,https://example.com/saree105_1.jpg|https://example.com/saree105_2.jpg|https://example.com/saree105_3.jpg,Bandhani|Satin|TieDye|Festive|Gujarat,Glossy satin silk with intricate tie-dye patterns in vibrant red and yellow. Perfect for Navratri celebrations and wedding sangeets. Traditional Gujarati artistry.
106,Kalamkari Crepe Saree,Saree,Kalamkari,2099.99,148,https://example.com/saree106_1.jpg|https://example.com/saree106_2.jpg|https://example.com/saree106_3.jpg,Kalamkari|Crepe|Modern|Floral|Artistic,"Features detailed hand-painted floral vines on a modern, easy-to-drape crepe base. Great for social brunches and evening dinners. Melds traditional art with modern fabric."
107,Patola Print Georgette,Saree,Patola,2899.99,147,https://example.com/saree107_1.jpg|https://example.com/saree107_2.jpg|https://example.com/saree107_3.jpg,Patola|Georgette|Casual|Print|Colorful,Lightweight georgette Saree with high-definition Patola-inspired geometric prints. Suitable for casual festive wear and family get-togethers. Effortless and stylish.
108,Kasavu Cotton Gold,Saree,Kasavu,1699.99,175,https://example.com/saree108_1.jpg|https://example.com/saree108_2.jpg|https://example.com/saree108_3.jpg,Kasavu|Kerala|Minimal|Cotton|Traditional,The classic cream cotton Saree from Kerala with a sleek gold border. Ideal for Onam festivities and minimalist daytime weddings. Breathable and elegant.
109,Tant Cotton Traditional,Saree,Tant,1799.99,184,https://example.com/saree109_1.jpg|https://example.com/saree109_2.jpg|https://example.com/saree109_3.jpg,Tant|Cotton|DailyWear|Summer|Bengal,Traditional starched cotton Saree with colorful woven borders. Perfect for the hot climate and daily casual wear. A staple of rural Bengal craftsmanship.
110,Kota Doria Zari Border_2,Saree,Kota Doria,1099.99,148,https://example.com/saree110_1.jpg|https://example.com/saree110_2.jpg|https://example.com/saree110_3.jpg,KotaDoria|Zari|Summer|Elegant|Rajasthan,Sheer hand-woven fabric with a signature square-weave pattern and gold zari border. Perfect for summer garden weddings and formal lunches. Light as air.
111,Anarkali Georgette Flare,Kurti,Anarkali,1699.99,156,https://example.com/kurti111_1.jpg|https://example.com/kurti111_2.jpg|https://example.com/kurti111_3.jpg,Anarkali|Georgette|Flowy|Festive|Elegant,"Stunning flared kurti with a wide hemline and stone-encrusted yoke. A festive favorite for Diwali and wedding receptions. Provides a graceful, twirling silhouette."
112,Straight Cut Rayon Kurti,Kurti,Straight Cut,2699.99,166,https://example.com/kurti112_1.jpg|https://example.com/kurti112_2.jpg|https://example.com/kurti112_3.jpg,StraightCut|Rayon|Casual|DailyWear|Comfort,"Simple and chic straight-cut kurti with side slits and digital floral prints. Best for daily wear and shopping trips. Made from soft, durable rayon."
113,A-Line Silk Kurti,Kurti,A-Line,2099.99,197,https://example.com/kurti113_1.jpg|https://example.com/kurti113_2.jpg|https://example.com/kurti113_3.jpg,ALine|Silk|Formal|OfficeWear|Elegant,A sophisticated A-line silhouette in raw silk with minimal gold piping. Perfect for office parties and semi-formal events. Tailored for a flattering fit.
114,Traditional Angrakha Kurti,Kurti,Angrakha,1699.99,143,https://example.com/kurti114_1.jpg|https://example.com/kurti114_2.jpg|https://example.com/kurti114_3.jpg,Angrakha|CottonSilk|Festive|Tradition|Wrap,Features a side-tie wrap design with colorful handmade tassels. A festive choice for Navratri or cultural festivals. Inspired by traditional royal Rajasthani attire.
115,Silk Kaftan Tunic,Kurti,Kaftan,1299.99,125,https://example.com/kurti115_1.jpg|https://example.com/kurti115_2.jpg|https://example.com/kurti115_3.jpg,Kaftan|Silk|ResortWear|Modern|Luxe,Loose-fit kaftan in art silk with abstract modern prints. Perfect for vacation evenings or luxury resort wear. Effortlessly combines comfort with high-fashion.
116,High-Low Crepe Kurti,Kurti,High-Low,1499.99,138,https://example.com/kurti116_1.jpg|https://example.com/kurti116_2.jpg|https://example.com/kurti116_3.jpg,HighLow|Crepe|Modern|Partywear|Trendy,"Playful high-low hemline that adds movement and a modern edge to the outfit. Ideal for birthday parties and evening dinners. Soft, high-quality crepe fabric."
117,Denim Shirt Kurti,Kurti,Shirt Style,799.99,125,https://example.com/kurti117_1.jpg|https://example.com/kurti117_2.jpg|https://example.com/kurti117_3.jpg,ShirtStyle|Denim|Casual|Smart|Fusion,A classic button-down shirt style kurti with a collar and roll-up sleeves. Designed for a smart-casual office look. Versatile and easy to style with jeans.
118,Modern Dhoti Kurti,Kurti,Dhoti Style,1599.99,132,https://example.com/kurti118_1.jpg|https://example.com/kurti118_2.jpg|https://example.com/kurti118_3.jpg,DhotiStyle|Fusion|Partywear|Unique|Silk,"Features a draped dhoti-style hemline for a fashion-forward ethnic look. A hit for wedding sangeets and cocktail events. Made from fluid, shimmering art silk."
119,Embroidered C-Cut Kurti,Kurti,C-Cut,1499.99,180,https://example.com/kurti119_1.jpg|https://example.com/kurti119_2.jpg|https://example.com/kurti119_3.jpg,CCut|Embroidery|Festive|Chiffon|Elegant,Stylish C-shaped front hemline with delicate silver thread work. Perfect for festive gatherings and family dinners. Lightweight chiffon with a soft inner lining.
120,Silk Flared Gown Kurti,Kurti,Flared,1499.99,141,https://example.com/kurti120_1.jpg|https://example.com/kurti120_2.jpg|https://example.com/kurti120_3.jpg,Flared|Silk|Wedding|Royal|Volume,A voluminous flared kurti that mimics a traditional lehenga-style gown. Ideal for grand weddings and evening celebrations. Crafted from heavy mulberry silk.
121,Front Slit Georgette,Kurti,Front Slit,1099.99,172,https://example.com/kurti121_1.jpg|https://example.com/kurti121_2.jpg|https://example.com/kurti121_3.jpg,FrontSlit|Georgette|Evening|Modern|Chic,Elegant georgette kurti with a high center slit and mirror work accents. Perfect for festive parties when paired with contrasting leggings. Offers a flowy and slim silhouette.
122,Cotton Ethnic Tunic,Kurti,Tunic,1799.99,165,https://example.com/kurti122_1.jpg|https://example.com/kurti122_2.jpg|https://example.com/kurti122_3.jpg,Tunic|Cotton|Casual|Summer|Print,Comfortable short tunic featuring hand-blocked Jaipur prints. Ideal for casual summer days or college wear. Breathable pure cotton fabric.
123,Silk Floor Length Gown,Kurti,Floor Length,1399.99,194,https://example.com/kurti123_1.jpg|https://example.com/kurti123_2.jpg|https://example.com/kurti123_3.jpg,FloorLength|Silk|Bridal|Luxury|Gown,Heavily embroidered silk gown that sweeps the floor with elegance. Designed for wedding receptions and grand galas. Features a rich satin lining and padded bust.
124,Gota Patti Peplum,Kurti,Peplum,1599.99,184,https://example.com/kurti124_1.jpg|https://example.com/kurti124_2.jpg|https://example.com/kurti124_3.jpg,Peplum|Festive|GotaPatti|Short|Trendy,Traditional Rajasthani gota patti work on a modern peplum silhouette. A great choice for sangeet ceremonies and festive fusion styling. Handcrafted on silk-blend fabric.
125,Chiffon Trail Cut,Kurti,Trail Cut,1299.99,194,https://example.com/kurti125_1.jpg|https://example.com/kurti125_2.jpg|https://example.com/kurti125_3.jpg,TrailCut|Chiffon|Partywear|Flowy|Elegant,Features a high-low trail that adds a dramatic touch to your movement. Perfect for evening cocktails and semi-formal parties. Lightweight chiffon with gold piping.
126,Asymmetric Rayon Print,Kurti,Asymmetric,1699.99,188,https://example.com/kurti126_1.jpg|https://example.com/kurti126_2.jpg|https://example.com/kurti126_3.jpg,Asymmetric|Rayon|Modern|Casual|Daily,A trendy uneven hemline kurti with abstract geometric prints. Suitable for casual Fridays at the office or weekend lunches. Soft and breathable rayon.
127,Tiered Cotton Kurti,Kurti,Tiered,1199.99,168,https://example.com/kurti127_1.jpg|https://example.com/kurti127_2.jpg|https://example.com/kurti127_3.jpg,Tiered|Cotton|Boho|Casual|Volume,Multiple layers of gathered cotton create a playful and airy volume. Ideal for summer vacations and casual daytime events. Accented with tiny tassel details.
128,Embroidery Denim Kurti,Kurti,Denim Kurti,899.99,148,https://example.com/kurti128_1.jpg|https://example.com/kurti128_2.jpg|https://example.com/kurti128_3.jpg,Denim|Casual|Handwork|Durable|Fusion,Durable indigo denim with white floral embroidery on the sleeves. A stylish fusion piece for everyday wear and outdoor travel. Features a relaxed straight fit.
129,Organza Overlay Kurti,Kurti,Overlay,1099.99,155,https://example.com/kurti129_1.jpg|https://example.com/kurti129_2.jpg|https://example.com/kurti129_3.jpg,Overlay|Organza|Luxe|Wedding|Sheer,Features a sheer organza jacket over a solid inner silk slip. A premium choice for engagement parties and high-end festive events. Exquisite floral embroidery.
130,Velvet Cold Shoulder,Kurti,Cold Shoulder,1699.99,178,https://example.com/kurti130_1.jpg|https://example.com/kurti130_2.jpg|https://example.com/kurti130_3.jpg,ColdShoulder|Velvet|Winter|Party|Modern,Plush velvet kurti with modern shoulder cut-outs and sequin work. Ideal for winter evening parties and weddings. Offers a warm and luxurious feel.
131,Sambalpuri Cotton Ikat,Saree,Sambalpuri,899.99,136,https://example.com/saree131_1.jpg|https://example.com/saree131_2.jpg|https://example.com/saree131_3.jpg,Sambalpuri|Cotton|Handloom|Daily|Odisha,Traditional hand-woven cotton Saree with iconic ikat patterns from Odisha. Perfect for academic professional wear and daytime rituals. Highly durable and comfortable.
132,Pure Muga Silk Assam,Saree,Muga Silk,1499.99,174,https://example.com/saree132_1.jpg|https://example.com/saree132_2.jpg|https://example.com/saree132_3.jpg,MugaSilk|Assam|Premium|Heritage|Wedding,Rare natural golden silk with heavy thread work on the pallu. A prestigious heirloom piece for family weddings. Authentic craftsmanship from Assamese weavers.
133,Pochampally Geometric Silk,Saree,Pochampally,1499.99,137,https://example.com/saree133_1.jpg|https://example.com/saree133_2.jpg|https://example.com/saree133_3.jpg,Pochampally|Silk|Ikat|Traditional|Modern,Features vibrant geometric ikat weaves in contrasting colors. Suitable for formal festive occasions and high-end corporate events. Hand-woven in Telangana.
134,Mysore Silk Tradition,Saree,Mysore Silk,1099.99,140,https://example.com/saree134_1.jpg|https://example.com/saree134_2.jpg|https://example.com/saree134_3.jpg,MysoreSilk|Soft|GoldZari|Wedding|Royal,Soft mulberry silk with a solid pure gold zari border. The classic choice for traditional South Indian wedding ceremonies. Known for its graceful drape and shine.
135,Bhagalpuri Tussar Print_2,Saree,Bhagalpuri,2199.99,137,https://example.com/saree135_1.jpg|https://example.com/saree135_2.jpg|https://example.com/saree135_3.jpg,Bhagalpuri|Tussar|Earthy|Formal|Office,Naturally textured silk with contemporary block prints. A sophisticated look for professional seminars and daytime formal events. Earthy tones with a matte finish.
136,Dhakai Jamdani Muslin,Saree,Jamdani,1199.99,180,https://example.com/saree136_1.jpg|https://example.com/saree136_2.jpg|https://example.com/saree136_3.jpg,Jamdani|Muslin|Bengal|Wedding|FineWeave,Exquisitely fine muslin Saree with floral motifs woven directly into the fabric. Best for summer weddings and prestigious social gatherings. Legendary Bengal artistry.
137,Ajrakh Modal Silk,Saree,Ajrakh,999.99,151,https://example.com/saree137_1.jpg|https://example.com/saree137_2.jpg|https://example.com/saree137_3.jpg,Ajrakh|ModalSilk|NaturalDye|Boho|Heritage,Sustainable modal silk featuring 16-step block printing with natural dyes. Perfect for art-focused events and cultural parties. Unique geometric motifs.
138,Gadwal Zari Silk Mix,Saree,Gadwal,1899.99,192,https://example.com/saree138_1.jpg|https://example.com/saree138_2.jpg|https://example.com/saree138_3.jpg,Gadwal|Festive|SouthIndian|Traditional|Zari,A silk-cotton body paired with a pure silk zari pallu. Ideal for long religious ceremonies and traditional family functions. Hand-woven in Telangana.
139,Baluchari Bishnupur Silk,Saree,Baluchari,2699.99,139,https://example.com/saree139_1.jpg|https://example.com/saree139_2.jpg|https://example.com/saree139_3.jpg,Baluchari|Bengal|Storytelling|Royal|Heirloom,Features elaborate woven depictions of ancient mythological scenes. A conversational piece for cultural receptions and weddings. Premium silk from West Bengal.
140,Konrad Temple Wedding,Saree,Konrad,2699.99,189,https://example.com/saree140_1.jpg|https://example.com/saree140_2.jpg|https://example.com/saree140_3.jpg,Konrad|TempleSaree|Wedding|Silk|TamilNadu,"Thick, durable silk with wide borders containing animal and nature motifs. Traditionally preferred for South Indian bridal wear. High craftsmanship from Tamil Nadu."
141,Banarasi Katan Silk,Saree,Banarasi,1199.99,146,https://example.com/saree141_1.jpg|https://example.com/saree141_2.jpg|https://example.com/saree141_3.jpg,Banarasi|Katan|Bridal|Wedding|Silk,Pure Katan silk with heavy gold floral vines across the body. The ultimate bridal choice for a traditional North Indian wedding. Hand-woven in Varanasi.
142,Kanchipuram Heavy Pattu,Saree,Kanchipuram,1299.99,160,https://example.com/saree142_1.jpg|https://example.com/saree142_2.jpg|https://example.com/saree142_3.jpg,Kanchipuram|Pattu|Bridal|GoldZari|Wedding,Durable mulberry silk with a heavy gold zari border in temple patterns. Reserved for grand bridal trousseaus and high-profile weddings. Iconic South Indian luxury.
143,Paithani Peacock Pallu,Saree,Paithani,3099.99,159,https://example.com/saree143_1.jpg|https://example.com/saree143_2.jpg|https://example.com/saree143_3.jpg,Paithani|Peacock|Traditional|Maharashtra|Festive,Vibrant silk Saree featuring the signature peacock-filled pallu. Perfect for cultural festivals and Marathi wedding rituals. Hand-woven with fine metallic threads.
144,Chanderi Zari Butti,Saree,Chanderi,1299.99,162,https://example.com/saree144_1.jpg|https://example.com/saree144_2.jpg|https://example.com/saree144_3.jpg,Chanderi|Summer|Zari|Elegant|Sheer,Lightweight silk-cotton blend with delicate hand-woven gold dots. Ideal for summer daytime weddings and formal luncheons. Features a sophisticated sheer texture.
145,Bandhani Gaji Silk_2,Saree,Bandhani,3399.99,170,https://example.com/saree145_1.jpg|https://example.com/saree145_2.jpg|https://example.com/saree145_3.jpg,Bandhani|GajiSilk|TieDye|Gujarat|Luxe,Thick Gaji silk with intricate hand-tied bandhej patterns. A luxurious choice for winter weddings and traditional Gujarati celebrations. Vibrant and durable.
146,Kalamkari Pen Art Saree,Saree,Kalamkari,2299.99,162,https://example.com/saree146_1.jpg|https://example.com/saree146_2.jpg|https://example.com/saree146_3.jpg,Kalamkari|HandPainted|NaturalDye|Artistic|Cotton,Features stunning hand-painted storytelling motifs using organic dyes. A unique artistic choice for exhibitions and cultural events. Crafted in Andhra Pradesh.
147,Patola Double Ikat,Saree,Patola,2899.99,175,https://example.com/saree147_1.jpg|https://example.com/saree147_2.jpg|https://example.com/saree147_3.jpg,Patola|DoubleIkat|Luxury|Gujarat|Heirloom,A rare double-ikat silk Saree with perfectly symmetrical geometric patterns. Reserved for the most prestigious weddings and social events. Masterpiece of Gujarati weaving.
148,Kerala Kasavu Minimal,Saree,Kasavu,2399.99,192,https://example.com/saree148_1.jpg|https://example.com/saree148_2.jpg|https://example.com/saree148_3.jpg,Kasavu|Kerala|Cotton|Minimal|Traditional,"Pure cream cotton Saree with a thin, elegant gold border. Perfect for Vishu festivities and minimalist temple visits. Symbols of simplicity and purity."
149,West Bengal Tant Cotton,Saree,Tant,1899.99,171,https://example.com/saree149_1.jpg|https://example.com/saree149_2.jpg|https://example.com/saree149_3.jpg,Tant|Cotton|Summer|Daily|Bengal,Lightweight starched cotton with broad decorative borders. Ideal for the hot Indian summer and daily casual wear. Traditional handloom from Bengal.
150,Kota Doria Block Print_2,Saree,Kota Doria,1399.99,156,https://example.com/saree150_1.jpg|https://example.com/saree150_2.jpg|https://example.com/saree150_3.jpg,KotaDoria|BlockPrint|Summer|Casual|Rajasthan,Feather-light fabric with tiny square checks and floral block prints. Best suited for summer high-tea and casual daytime gatherings. Handcrafted in Rajasthan.
151,Anarkali Raw Silk Gown,Kurti,Anarkali,999.99,130,https://example.com/kurti151_1.jpg|https://example.com/kurti151_2.jpg|https://example.com/kurti151_3.jpg,Anarkali|Silk|Festive|Royal|Gown,Floor-length flared kurti in raw silk with heavy gold embroidery on the bust. Ideal for wedding receptions and grand Diwali parties. Offers a royal silhouette.
152,Straight Cut Silk Kurti,Kurti,Straight Cut,1399.99,163,https://example.com/kurti152_1.jpg|https://example.com/kurti152_2.jpg|https://example.com/kurti152_3.jpg,StraightCut|Silk|Formal|Office|Elegant,Sophisticated straight-line kurti with side slits and minimal thread work. Perfect for professional office wear and formal business lunches. Tailored fit.
153,A-Line Floral Rayon,Kurti,A-Line,2399.99,149,https://example.com/kurti153_1.jpg|https://example.com/kurti153_2.jpg|https://example.com/kurti153_3.jpg,ALine|Rayon|Casual|Comfort|Daily,Breathable A-line kurti with vibrant floral digital prints. A comfortable choice for daily errands and casual outings. Soft rayon fabric for all-day wear.
154,Angrakha Cotton Festive,Kurti,Angrakha,1199.99,184,https://example.com/kurti154_1.jpg|https://example.com/kurti154_2.jpg|https://example.com/kurti154_3.jpg,Angrakha|Cotton|Festive|Tradition|Wrap,Side-tie wrap design with handmade tassels and gota-patti borders. A traditional favorite for Navratri and ethnic festivals. Inspired by Rajasthani royalty.
155,Silk Kaftan Resort Kurti,Kurti,Kaftan,2899.99,177,https://example.com/kurti155_1.jpg|https://example.com/kurti155_2.jpg|https://example.com/kurti155_3.jpg,Kaftan|Silk|Resort|Modern|Luxe,Loose-fit silk kaftan with abstract modern art prints. Perfect for luxury vacations and evening resort wear. Combines high-fashion with maximum comfort.
156,High-Low Chiffon Party,Kurti,High-Low,1399.99,172,https://example.com/kurti156_1.jpg|https://example.com/kurti156_2.jpg|https://example.com/kurti156_3.jpg,HighLow|Chiffon|Partywear|Modern|Trendy,Stylish asymmetric hemline in a flowy chiffon fabric. A great choice for birthday parties and semi-formal dinners. Features a soft inner lining.